time,Wind_DE,PV_DE,Wind_SE,PV_SE,Wind_DK,PV_DK,Load_DE,Load_DK,Load_SE,Hydro_inflow
3992,0.2267,0.325909090909091,0.0934,0.471,0.2856,0.577,61449.7,4477.434,16350.1,6875.27479166667
3993,0.1918,0.407090909090909,0.1476,0.527,0.2618,0.603,64715.3,4477.096,16640,6875.27479166667
3994,0.1643,0.461272727272727,0.1928,0.553,0.2342,0.576,64337,4415.502,16598.4,6875.27479166667
3995,0.1437,0.506,0.1776,0.544,0.2088,0.546,62247.9,4380.389,16512.6,6875.27479166667
3996,0.1286,0.495272727272727,0.1374,0.499,0.1894,0.5,60925.8,4377.815,16536,6875.27479166667
3997,0.1182,0.463181818181818,0.1266,0.428,0.1713,0.405,60559.2,4364.165,16333.2,6875.27479166667
3998,0.1115,0.399363636363636,0.118,0.345,0.1534,0.3,59547.8,4446.585,15980.9,6875.27479166667
3999,0.1061,0.305636363636364,0.1102,0.252,0.1359,0.207,60606,4829.708,16474.9,6875.27479166667
4000,0.0952,0.201,0.1018,0.173,0.1212,0.155,62065.9,4897.646,16591.9,6875.27479166667
4001,0.0875,0.100454545454545,0.1332,0.101,0.1146,0.102,62182.9,4645.355,16727.1,6875.27479166667
4002,0.0929,0.029363636363636,0.2882,0.049,0.1116,0.05,61553.7,4393.662,16677.7,6875.27479166667
4003,0.1059,0,0.47,0.014,0.1082,0.009,60448.7,4160.533,16149.9,6875.27479166667
4004,0.1222,0,0.5814,0.001,0.1074,0,61289.8,4062.032,15691,6875.27479166667
4005,0.1412,0,0.6208,0,0.1027,0,57720,3868.943,15055.3,6875.27479166667
4006,0.1595,0,0.6145,0,0.09,0,55018.6,3689.114,14436.5,6875.27479166667
4007,0.1733,0,0.5666,0,0.0734,0,53575.6,3581.136,14193.4,6875.27479166667
4008,0.1794,0,0.5231,0,0.0615,0,52341.9,3555.162,14015.3,7282.05291666667
4009,0.1818,0,0.448,0.002,0.056,0,52807.3,3574.753,13819,7282.05291666667
4010,0.1838,0,0.3612,0.011,0.0563,0,55157.7,3591.614,13600.6,7282.05291666667
4011,0.179,0.004636363636364,0.3257,0.041,0.0623,0.037,59512.7,3806.166,14316.9,7282.05291666667
4012,0.1743,0.065181818181818,0.3036,0.088,0.0604,0.124,69468.1,4500.08,16558.1,7282.05291666667
4013,0.1756,0.168545454545455,0.3483,0.159,0.0703,0.238,77909,5235.997,18483.4,7282.05291666667
4014,0.1757,0.304636363636364,0.4599,0.256,0.1046,0.364,82559.1,5612.841,19006,7282.05291666667
4015,0.173,0.442272727272727,0.5178,0.356,0.1357,0.488,84273.8,5738.421,19098.3,7282.05291666667
4016,0.1672,0.556818181818182,0.5248,0.431,0.1626,0.584,86074.3,5841.641,19412.9,7282.05291666667
4017,0.154,0.638181818181818,0.546,0.476,0.1835,0.64,87985.3,5894.148,19449.3,7282.05291666667
4018,0.1315,0.678454545454545,0.5542,0.495,0.1931,0.663,87842.3,6042.946,19566.3,7282.05291666667
4019,0.1038,0.684,0.5258,0.495,0.1899,0.652,87309.3,6199.076,19428.5,7282.05291666667
4020,0.0777,0.655727272727273,0.5225,0.471,0.177,0.616,85495.8,6053.671,19186.7,7282.05291666667
4021,0.0582,0.594363636363636,0.6302,0.426,0.1594,0.542,84143.8,5794.646,19303.7,7282.05291666667
4022,0.0468,0.499363636363636,0.7132,0.358,0.1387,0.43,82600.7,5524.935,18864.3,7282.05291666667
4023,0.0419,0.375909090909091,0.7757,0.276,0.1167,0.312,81612.7,5699.161,18839.6,7282.05291666667
4024,0.042,0.235818181818182,0.8162,0.197,0.0966,0.202,80481.7,5518.227,18404.1,7282.05291666667
4025,0.0442,0.115727272727273,0.827,0.119,0.0778,0.108,79618.5,5215.444,17932.2,7282.05291666667
4026,0.0471,0.033636363636364,0.8212,0.059,0.0568,0.047,76807.9,4912.388,17720.3,7282.05291666667
4027,0.0507,0,0.8074,0.018,0.0625,0.008,73700.9,4652.115,17327.7,7282.05291666667
4028,0.0541,0,0.7769,0.001,0.1027,0,71360.9,4429.36,16770,7282.05291666667
4029,0.0566,0,0.7276,0,0.1513,0,66994.2,4141.059,15821,7282.05291666667
4030,0.0604,0,0.6622,0,0.1871,0,62504,3843.606,14641.9,7282.05291666667
4031,0.0623,0,0.5802,0,0.2136,0,60522.8,3658.876,14419.6,7282.05291666667
4032,0.0635,0,0.4704,0,0.237,0,59372.3,3569.579,14450.8,8158.30166666667
4033,0.0648,0,0.3509,0.003,0.2555,0,59501,3560.96,13947.7,8158.30166666667
4034,0.0662,0,0.2772,0.018,0.2664,0,60336.9,3545.828,13864.5,8158.30166666667
4035,0.0704,0.004727272727273,0.2545,0.06,0.2583,0.017,63460.8,3787.147,14485.9,8158.30166666667
4036,0.0706,0.065181818181818,0.2037,0.122,0.2325,0.053,73344.7,4508.452,16205.8,8158.30166666667
4037,0.0662,0.166545454545455,0.1676,0.204,0.2126,0.088,81013.4,5223.946,18118.1,8158.30166666667
4038,0.0665,0.299818181818182,0.1471,0.297,0.2067,0.144,84844.5,5566.691,18488.6,8158.30166666667
4039,0.0679,0.434636363636364,0.1369,0.383,0.2093,0.237,86444.8,5667.35,18864.3,8158.30166666667
4040,0.0714,0.546545454545455,0.1306,0.444,0.215,0.361,88517,5808.907,19446.7,8158.30166666667
4041,0.0692,0.624636363636363,0.1282,0.479,0.2166,0.497,91018.2,5808.946,19514.3,8158.30166666667
4042,0.0665,0.665181818181818,0.1275,0.497,0.2112,0.574,89705.2,5788.64,19182.8,8158.30166666667
4043,0.066,0.672181818181818,0.1378,0.485,0.1992,0.563,89009.7,5846.282,18995.6,8158.30166666667
4044,0.0672,0.641909090909091,0.1879,0.445,0.1871,0.502,87924.2,5737.446,18848.7,8158.30166666667
4045,0.0688,0.578727272727273,0.265,0.388,0.1736,0.428,86583.9,5570.045,18905.9,8158.30166666667
4046,0.072,0.482636363636364,0.3174,0.301,0.1568,0.335,84971.9,5462.769,18492.5,8158.30166666667
4047,0.0819,0.358909090909091,0.3762,0.213,0.1478,0.228,84103.5,5622.617,18738.2,8158.30166666667
4048,0.0976,0.223818181818182,0.4657,0.139,0.142,0.142,83019.3,5361.564,18404.1,8158.30166666667
4049,0.1149,0.105181818181818,0.5457,0.08,0.1466,0.077,81344.9,5102.877,18110.3,8158.30166666667
4050,0.1361,0.025090909090909,0.57,0.035,0.1574,0.035,78137.8,4776.837,18101.2,8158.30166666667
4051,0.1577,0,0.5326,0.008,0.1709,0.006,75155.6,4621.916,17408.3,8158.30166666667
4052,0.1717,0,0.4595,0,0.1789,0,72485.4,4398.706,16562,8158.30166666667
4053,0.177,0,0.478,0,0.1821,0,67672.8,4122.56,15368.6,8158.30166666667
4054,0.1705,0,0.5873,0,0.171,0,63558.3,3919.877,14361.1,8158.30166666667
4055,0.1644,0,0.6178,0,0.1534,0,61310.6,3747.718,13941.2,8158.30166666667
4056,0.1555,0,0.6101,0,0.1386,0,59646.6,3670.823,13811.2,8422.77041666667
4057,0.1469,0,0.6131,0.001,0.1254,0,59915.7,3667.56,13647.4,8422.77041666667
4058,0.1354,0,0.6396,0.012,0.1121,0,60494.2,3666.247,13984.1,8422.77041666667
4059,0.1264,0.000727272727273,0.6662,0.046,0.0994,0.015,63286.6,3883.204,14939.6,8422.77041666667
4060,0.1163,0.035909090909091,0.6577,0.105,0.082,0.068,72749.3,4556.877,16915.6,8422.77041666667
4061,0.1007,0.112,0.6021,0.18,0.0649,0.17,79363.7,5188.222,18658.9,8422.77041666667
4062,0.0857,0.225454545454545,0.5596,0.267,0.0574,0.271,83405.4,5649.696,19485.7,8422.77041666667
4063,0.0769,0.351181818181818,0.5465,0.363,0.0594,0.36,85043.4,5619.484,19498.7,8422.77041666667
4064,0.0777,0.460909090909091,0.5476,0.446,0.073,0.436,87475.7,5870.163,19723.6,8422.77041666667
4065,0.0733,0.544090909090909,0.5204,0.505,0.094,0.505,89797.5,5873.218,19847.1,8422.77041666667
4066,0.0642,0.599727272727273,0.5061,0.527,0.1275,0.566,90277.2,5831.878,19749.6,8422.77041666667
4067,0.0525,0.622181818181818,0.5211,0.513,0.1668,0.563,89541.4,5879.341,19562.4,8422.77041666667
4068,0.0442,0.609545454545455,0.5046,0.475,0.199,0.494,88671.7,5776.004,19541.6,8422.77041666667
4069,0.042,0.556727272727273,0.458,0.412,0.2238,0.42,86788,5615.935,19360.9,8422.77041666667
4070,0.0505,0.469909090909091,0.4345,0.341,0.2454,0.338,84034.6,5554.289,19076.2,8422.77041666667
4071,0.0705,0.353090909090909,0.4618,0.254,0.2525,0.252,83822.7,5737.056,19068.4,8422.77041666667
4072,0.0911,0.227545454545454,0.4946,0.177,0.2514,0.164,83166.2,5600.309,18766.8,8422.77041666667
4073,0.1037,0.115727272727273,0.5006,0.103,0.2505,0.088,81218.8,5298.358,18457.4,8422.77041666667
4074,0.1056,0.032090909090909,0.5174,0.048,0.2471,0.034,77568.4,4988.529,18085.6,8422.77041666667
4075,0.1028,0,0.5292,0.012,0.2457,0.003,73776.3,4731.701,17308.2,8422.77041666667
4076,0.0982,0,0.5534,0.001,0.2317,0,70413.2,4593.719,16308.5,8422.77041666667
4077,0.0898,0,0.5929,0,0.2083,0,64909,4268.654,15151.5,8422.77041666667
4078,0.0775,0,0.6567,0,0.178,0,60448.7,3981.393,14336.4,8422.77041666667
4079,0.0593,0,0.697,0,0.1318,0,57834.4,3798.041,13800.8,8422.77041666667
4080,0.0394,0,0.7097,0,0.1046,0,57469.1,3648.307,13720.2,9377.03270833333
4081,0.0312,0,0.7312,0.001,0.0987,0,57062.2,3594.851,13471.9,9377.03270833333
4082,0.0341,0,0.7431,0.011,0.1032,0,57120.7,3590.847,13438.1,9377.03270833333
4083,0.0417,0.002181818181818,0.7577,0.039,0.0947,0.021,56010.5,3939.338,14179.1,9377.03270833333
4084,0.0446,0.027727272727273,0.7586,0.079,0.0722,0.078,58190.6,4619.329,16092.7,9377.03270833333
4085,0.0428,0.075818181818182,0.746,0.132,0.0641,0.137,63428.3,5379.348,18296.2,9377.03270833333
4086,0.0413,0.152272727272727,0.7346,0.187,0.0748,0.18,65847.6,5675.215,19286.8,9377.03270833333
4087,0.0446,0.237909090909091,0.735,0.246,0.1062,0.225,68056.3,5831.644,19951.1,9377.03270833333
4088,0.0567,0.323545454545455,0.7449,0.302,0.1473,0.282,70207.8,5954.975,20172.1,9377.03270833333
4089,0.0674,0.395909090909091,0.7428,0.345,0.1835,0.364,72937.8,5985.512,19858.8,9377.03270833333
4090,0.0724,0.420454545454545,0.756,0.363,0.2131,0.438,72928.7,5866.51,19758.7,9377.03270833333
4091,0.0795,0.398272727272727,0.7352,0.362,0.2345,0.501,71190.6,5861.024,20237.1,9377.03270833333
4092,0.0874,0.350454545454545,0.7269,0.332,0.2521,0.521,70362.5,5718.752,19787.3,9377.03270833333
4093,0.091,0.310363636363636,0.7387,0.289,0.2634,0.476,68788.2,5561.673,18020.6,9377.03270833333
4094,0.0895,0.262545454545454,0.7625,0.237,0.2686,0.39,66734.2,5501.145,17842.5,9377.03270833333
4095,0.0848,0.211272727272727,0.7917,0.183,0.2633,0.292,67371.2,5656.755,17715.1,9377.03270833333
4096,0.0799,0.152090909090909,0.8001,0.129,0.2452,0.199,68975.4,5512.858,17750.2,9377.03270833333
4097,0.075,0.084272727272727,0.8006,0.079,0.215,0.112,67550.6,5197.283,17478.5,9377.03270833333
4098,0.0671,0.025727272727273,0.7954,0.037,0.1788,0.051,65523.9,4926.025,17222.4,9377.03270833333
4099,0.0623,0,0.7871,0.008,0.1601,0.009,63780.6,4652.011,16681.6,9377.03270833333
4100,0.0643,0,0.7755,0,0.1587,0,63128,4429.217,15934.1,9377.03270833333
4101,0.0685,0,0.7598,0,0.1593,0,58884.8,4296.773,14991.6,9377.03270833333
4102,0.0717,0,0.7334,0,0.1555,0,56063.8,4061.798,14023.1,9377.03270833333
4103,0.0739,0,0.7148,0,0.1464,0,53660.1,3939.208,13487.5,9377.03270833333
4104,0.0739,0,0.7106,0,0.1347,0,53224.6,3845.075,13127.4,8572.68208333333
4105,0.0711,0,0.7112,0.001,0.122,0,52881.4,3830.424,12610,8572.68208333333
4106,0.0663,0,0.7079,0.014,0.1096,0,54293.2,3757.923,12730.9,8572.68208333333
4107,0.0586,0.002727272727273,0.698,0.052,0.0934,0.034,56603.3,3933.15,12776.4,8572.68208333333
4108,0.0514,0.059545454545455,0.6689,0.108,0.0752,0.117,64108.2,4564.053,13357.5,8572.68208333333
4109,0.0477,0.153090909090909,0.6014,0.189,0.0679,0.225,70098.6,5226.598,14060.8,8572.68208333333
4110,0.048,0.269363636363636,0.5141,0.293,0.0717,0.343,74308,5566.236,14970.8,8572.68208333333
4111,0.0568,0.370545454545454,0.4374,0.392,0.0898,0.449,76247.6,5661.279,15506.4,8572.68208333333
4112,0.0698,0.441363636363636,0.3864,0.477,0.1193,0.514,78159.9,5786.963,16051.1,8572.68208333333
4113,0.0872,0.483545454545455,0.3534,0.528,0.1565,0.517,80358.2,5788.757,16226.6,8572.68208333333
4114,0.109,0.492454545454545,0.392,0.559,0.195,0.507,80258.1,5675.15,16086.2,8572.68208333333
4115,0.1309,0.488454545454545,0.4722,0.551,0.23,0.539,79547,5605.847,15662.4,8572.68208333333
4116,0.1457,0.473,0.4388,0.51,0.256,0.501,77615.2,5396.495,15447.9,8572.68208333333
4117,0.1536,0.418636363636364,0.3448,0.443,0.28,0.445,76291.8,5196.763,15116.4,8572.68208333333
4118,0.1524,0.333272727272727,0.32,0.356,0.3091,0.386,74549.8,5118.36,14847.3,8572.68208333333
4119,0.1418,0.247545454545455,0.4672,0.259,0.3273,0.285,74079.2,5250.128,14969.5,8572.68208333333
4120,0.1269,0.156090909090909,0.5099,0.174,0.3299,0.188,73568.3,5124.899,14726.4,8572.68208333333
4121,0.1095,0.080636363636364,0.6121,0.102,0.3181,0.107,72163,4807.283,14476.8,8572.68208333333
4122,0.0907,0.019272727272727,0.4172,0.048,0.2987,0.048,69130.1,4555.837,14060.8,8572.68208333333
4123,0.0741,0,0.3458,0.011,0.2878,0.008,65245.7,4357.002,13973.7,8572.68208333333
4124,0.0634,0,0.3481,0,0.2817,0,64116,4192.539,14073.8,8572.68208333333
4125,0.0582,0,0.2362,0,0.2777,0,59845.5,4141.761,13898.3,8572.68208333333
4126,0.0558,0,0.1781,0,0.2853,0,55950.7,3850.951,13598,8572.68208333333
4127,0.0597,0,0.1441,0,0.2866,0,53229.8,3671.005,13461.5,8572.68208333333
4128,0.0641,0,0.1306,0,0.2772,0,51668.5,3554.122,13078,7791.541875
4129,0.0627,0,0.1274,0.001,0.2565,0,50806.6,3512.301,12498.2,7791.541875
4130,0.0557,0,0.1325,0.011,0.2272,0,51005.5,3345.745,12298,7791.541875
4131,0.0442,0.002818181818182,0.1395,0.045,0.188,0.04,51119.9,3283.319,12637.3,7791.541875
4132,0.0317,0.046181818181818,0.1281,0.097,0.1417,0.129,54161.9,3502.941,12688,7791.541875
4133,0.0201,0.117,0.1159,0.177,0.1072,0.247,58557.2,3892.187,13031.2,7791.541875
4134,0.0114,0.197454545454545,0.0927,0.275,0.0837,0.379,63217.7,4303.871,13487.5,7791.541875
4135,0.0058,0.277545454545455,0.0766,0.369,0.0666,0.509,66952.6,4568.252,14235,7791.541875
4136,0.0023,0.344,0.0714,0.447,0.0539,0.609,69327.7,4640.74,14855.1,7791.541875
4137,0.0002,0.371727272727273,0.0634,0.502,0.0452,0.676,71299.8,4623.996,15042.3,7791.541875
4138,0.0003,0.342090909090909,0.0591,0.537,0.0418,0.705,71285.5,4556.799,15133.3,7791.541875
4139,0.0008,0.293181818181818,0.0472,0.538,0.0431,0.697,68334.5,4441.164,14974.7,7791.541875
4140,0.0012,0.243,0.0442,0.506,0.0452,0.651,67048.8,4365.01,14938.3,7791.541875
4141,0.002,0.192909090909091,0.0444,0.453,0.0446,0.571,66821.3,4323.527,14755,7791.541875
4142,0.0037,0.149454545454545,0.0478,0.378,0.041,0.46,66014,4355.52,15109.9,7791.541875
4143,0.0056,0.106,0.0534,0.293,0.0389,0.337,65764.4,4567.277,15362.1,7791.541875
4144,0.0079,0.062,0.0608,0.201,0.0372,0.22,65510.9,4579.666,15499.9,7791.541875
4145,0.0119,0.027909090909091,0.0602,0.12,0.0327,0.116,64390.3,4404.153,15168.4,7791.541875
4146,0.0165,0.005363636363636,0.0507,0.057,0.0264,0.049,61854,4193.982,15102.1,7791.541875
4147,0.0209,0,0.0359,0.015,0.0261,0.008,59772.7,4019.054,15091.7,7791.541875
4148,0.0243,0,0.0264,0.001,0.0307,0,59094.1,3939.507,14670.5,7791.541875
4149,0.0281,0,0.0263,0,0.0304,0,55913,3908.697,14420.9,7791.541875
4150,0.0337,0,0.041,0,0.0283,0,51558,3665.09,14014,7791.541875
4151,0.0404,0,0.0525,0,0.0283,0,49227.1,3486.873,13522.6,7791.541875
4152,0.046,0,0.0594,0,0.0328,0,48427.6,3342.755,13396.5,6290.16916666667
4153,0.0485,0,0.0698,0.002,0.0376,0,48003.8,3255.928,13224.9,6290.16916666667
4154,0.0465,0,0.0858,0.019,0.0415,0,46867.6,3078.322,12984.4,6290.16916666667
4155,0.0471,0.002727272727273,0.1164,0.061,0.0447,0.03,45680.7,3043.391,12967.5,6290.16916666667
4156,0.0522,0.047545454545455,0.1527,0.123,0.0449,0.083,46813,3278.743,13218.4,6290.16916666667
4157,0.058,0.126818181818182,0.1857,0.211,0.0352,0.18,50094.2,3574.948,13544.7,6290.16916666667
4158,0.0634,0.232363636363636,0.1923,0.307,0.0293,0.298,54200.9,4011.891,14201.2,6290.16916666667
4159,0.0697,0.349636363636364,0.1953,0.392,0.0272,0.449,57794.1,4298.125,14514.5,6290.16916666667
4160,0.0773,0.448090909090909,0.1984,0.454,0.0265,0.579,60399.3,4426.591,14959.1,6290.16916666667
4161,0.0877,0.520181818181818,0.211,0.493,0.0245,0.623,63150.1,4444.193,15343.9,6290.16916666667
4162,0.1006,0.573909090909091,0.2364,0.521,0.0207,0.574,63979.5,4420.013,15486.9,6290.16916666667
4163,0.1136,0.589272727272727,0.248,0.508,0.017,0.524,62025.6,4391.972,15557.1,6290.16916666667
4164,0.1236,0.556909090909091,0.258,0.452,0.0139,0.51,60102.9,4349.007,15293.2,6290.16916666667
4165,0.1375,0.509545454545455,0.3104,0.391,0.0104,0.461,59117.5,4336.67,15197,6290.16916666667
4166,0.156,0.431090909090909,0.3869,0.325,0.0086,0.359,59351.5,4415.723,15428.4,6290.16916666667
4167,0.1782,0.330272727272727,0.4211,0.256,0.0103,0.258,60100.3,4619.862,15423.2,6290.16916666667
4168,0.1976,0.213181818181818,0.4308,0.186,0.0152,0.176,61765.6,4553.926,15828.8,6290.16916666667
4169,0.2261,0.116181818181818,0.4197,0.117,0.0228,0.098,62346.7,4328.974,15999.1,6290.16916666667
4170,0.2572,0.035363636363636,0.343,0.059,0.0385,0.039,61968.4,4212.039,15705.3,6290.16916666667
4171,0.2822,0,0.3132,0.017,0.0609,0.005,60858.2,4104.854,15537.6,6290.16916666667
4172,0.2943,0,0.3871,0.001,0.077,0,61911.2,4104.997,15024.1,6290.16916666667
4173,0.2919,0,0.5163,0,0.079,0,58048.9,4066.361,14671.8,6290.16916666667
4174,0.282,0,0.5993,0,0.0757,0,55169.4,3860.207,13851.5,6290.16916666667
4175,0.2721,0,0.6543,0,0.074,0,53401.4,3692.962,13478.4,6290.16916666667
4176,0.2721,0,0.6473,0,0.0755,0,52192.4,3634.345,13635.7,6125.405
4177,0.2655,0,0.6385,0.002,0.0818,0,52557.7,3638.869,13553.8,6125.405
4178,0.2642,0,0.648,0.018,0.0909,0,55012.1,3566.641,13442,6125.405
4179,0.2756,0.005363636363636,0.6273,0.056,0.0945,0.016,58644.3,3744.013,14011.4,6125.405
4180,0.2905,0.066363636363636,0.5729,0.111,0.0945,0.048,69810,4485.091,16153.8,6125.405
4181,0.3053,0.170272727272727,0.5026,0.181,0.0808,0.111,78769.6,5233.488,18150.6,6125.405
4182,0.314,0.303727272727273,0.4587,0.27,0.0847,0.255,83007.6,5570.149,18826.6,6125.405
4183,0.323,0.438727272727273,0.3829,0.366,0.0952,0.404,84297.2,5702.099,19098.3,6125.405
4184,0.3314,0.551,0.3513,0.474,0.1039,0.521,86681.4,5871.593,19386.9,6125.405
4185,0.3318,0.631,0.2905,0.568,0.1045,0.624,88708.1,5923.437,19108.7,6125.405
4186,0.3331,0.675181818181818,0.1489,0.612,0.1095,0.672,88871.9,5788.276,18917.6,6125.405
4187,0.3343,0.684090909090909,0.0673,0.61,0.1244,0.667,88212.8,5750.875,19182.8,6125.405
4188,0.3368,0.659909090909091,0.0423,0.554,0.1497,0.626,86806.2,5646.303,19204.9,6125.405
4189,0.35,0.600818181818182,0.0438,0.469,0.1745,0.547,86314.8,5486.104,7194.2,6125.405
4190,0.3809,0.509181818181818,0.0511,0.38,0.2011,0.433,85342.4,5489.627,19095.7,6125.405
4191,0.4334,0.388545454545454,0.0649,0.279,0.2409,0.316,84710.6,5706.259,19032,6125.405
4192,0.4696,0.253181818181818,0.0864,0.187,0.2787,0.21,83691.4,5592.964,18333.9,6125.405
4193,0.4783,0.129363636363636,0.1147,0.109,0.3001,0.118,82395.3,5316.779,17880.2,6125.405
4194,0.4829,0.039,0.1559,0.05,0.3165,0.05,79972.1,4991.389,17433,6125.405
4195,0.4831,0,0.2181,0.015,0.3344,0.008,76507.6,4748.562,16783,6125.405
4196,0.484,0,0.3051,0.001,0.3416,0,73739.9,4564.053,16161.6,6125.405
4197,0.4499,0,0.399,0,0.3423,0,68265.6,4416.984,15129.4,6125.405
4198,0.3779,0,0.4473,0,0.3433,0,64190.1,4133.714,14458.6,6125.405
4199,0.273,0,0.4737,0,0.3468,0,61811.1,3990.376,14151.8,6125.405
4200,0.1908,0,0.4775,0,0.3369,0,60632,3944.369,13990.6,6176.75770833333
4201,0.1639,0,0.4775,0.003,0.3372,0,59909.2,3939.975,13715,6176.75770833333
4202,0.1497,0,0.4883,0.014,0.3151,0,60958.3,3839.446,13691.6,6176.75770833333
4203,0.1364,0.005181818181818,0.5009,0.04,0.2625,0.022,65231.4,4009.356,14701.7,6176.75770833333
4204,0.1265,0.064181818181818,0.4998,0.082,0.1934,0.08,74595.3,4698.213,16689.4,6176.75770833333
4205,0.1207,0.163272727272727,0.5279,0.137,0.1534,0.142,82566.9,5429.021,18335.2,6176.75770833333
4206,0.1152,0.293727272727273,0.5247,0.201,0.145,0.204,86179.6,5793.06,19162,6176.75770833333
4207,0.1184,0.426090909090909,0.4686,0.27,0.1701,0.3,88212.8,5865.08,19254.3,6176.75770833333
4208,0.1182,0.535909090909091,0.4276,0.326,0.192,0.407,90355.2,6000.358,19489.6,6176.75770833333
4209,0.1168,0.612,0.3889,0.363,0.2022,0.493,91703.3,6010.303,19544.2,6176.75770833333
4210,0.1164,0.653272727272727,0.36,0.376,0.213,0.567,91737.1,5962.697,19843.2,6176.75770833333
4211,0.1226,0.660909090909091,0.3058,0.364,0.2156,0.568,91002.6,5969.405,19796.4,6176.75770833333
4212,0.1356,0.635545454545454,0.2493,0.327,0.1991,0.491,89501.1,5860.4,19579.3,6176.75770833333
4213,0.1381,0.576818181818182,0.198,0.288,0.1611,0.376,88201.1,5725.369,19289.4,6176.75770833333
4214,0.1278,0.486272727272727,0.18,0.247,0.1258,0.301,86590.4,5657.977,18801.9,6176.75770833333
4215,0.1182,0.368727272727273,0.2159,0.195,0.1234,0.261,85332,5779.02,18807.1,6176.75770833333
4216,0.1194,0.237818181818182,0.288,0.132,0.1402,0.201,83782.4,5655.442,18326.1,6176.75770833333
4217,0.1291,0.120818181818182,0.3497,0.075,0.1663,0.116,83262.4,5411.12,18018,6176.75770833333
4218,0.1383,0.035,0.3964,0.034,0.1956,0.049,80226.9,5132.4,17638.4,6176.75770833333
4219,0.14,0,0.436,0.01,0.2261,0.007,77243.4,4909.112,17018.3,6176.75770833333
4220,0.1365,0,0.4631,0.001,0.2362,0,74508.2,4742.088,16443.7,6176.75770833333
4221,0.1326,0,0.4756,0,0.2235,0,69525.3,4566.471,15497.3,6176.75770833333
4222,0.1343,0,0.4738,0,0.2016,0,64846.6,4249.856,14634.1,6176.75770833333
4223,0.139,0,0.4657,0,0.1725,0,62125.7,4079.179,14333.8,6176.75770833333
4224,0.1479,0,0.4459,0,0.1403,0,60724.3,3992.17,14249.3,5821.46770833333
4225,0.1706,0,0.4047,0.002,0.1192,0,60517.6,3983.668,14017.9,5821.46770833333
4226,0.1854,0,0.3675,0.014,0.1041,0,61733.1,3898.518,13860.6,5821.46770833333
4227,0.2025,0.004727272727273,0.3317,0.045,0.097,0.017,65126.1,4084.392,14450.8,5821.46770833333
4228,0.2065,0.062909090909091,0.2943,0.095,0.0823,0.06,75262.2,4756.817,16289,5821.46770833333
4229,0.1974,0.158363636363636,0.2581,0.154,0.0643,0.117,83640.7,5486.312,18162.3,5821.46770833333
4230,0.1998,0.283363636363636,0.2244,0.21,0.0585,0.193,88034.7,5855.85,19121.7,5821.46770833333
4231,0.2038,0.410818181818182,0.1861,0.254,0.0686,0.305,89282.7,6057.701,19360.9,5821.46770833333
4232,0.2117,0.517,0.1492,0.294,0.1104,0.446,91436.8,6223.113,19695,5821.46770833333
4233,0.2251,0.590636363636364,0.1178,0.337,0.175,0.561,92774.5,6144.164,19728.8,5821.46770833333
4234,0.2447,0.634727272727273,0.0855,0.373,0.262,0.63,92773.2,6079.385,19745.7,5821.46770833333
4235,0.2831,0.646272727272727,0.0588,0.377,0.367,0.637,92336.4,6111.079,19945.9,5821.46770833333
4236,0.3416,0.627,0.0612,0.362,0.4641,0.601,90751.7,6004.245,19719.7,5821.46770833333
4237,0.4049,0.570727272727273,0.0681,0.343,0.534,0.526,89464.7,5829.59,19565,5821.46770833333
4238,0.4412,0.481363636363636,0.0799,0.303,0.5874,0.431,88073.7,5688.878,18817.5,5821.46770833333
4239,0.4591,0.364727272727273,0.1023,0.25,0.6292,0.324,86628.1,5830.11,18644.6,5821.46770833333
4240,0.4503,0.235636363636364,0.1324,0.191,0.6469,0.215,85686.9,5686.915,18519.8,5821.46770833333
4241,0.4213,0.119909090909091,0.1678,0.12,0.6443,0.118,84561.1,5407.558,18257.2,5821.46770833333
4242,0.3798,0.034363636363636,0.198,0.058,0.6482,0.052,81396.9,5148.273,17928.3,5821.46770833333
4243,0.3606,0,0.223,0.016,0.6493,0.009,77979.2,4917.094,17349.8,5821.46770833333
4244,0.3516,0,0.2525,0.001,0.6561,0,75059.4,4774.991,17037.8,5821.46770833333
4245,0.3947,0,0.2823,0,0.6899,0,69780.1,4377.126,15967.9,5821.46770833333
4246,0.4553,0,0.3032,0,0.6972,0,65448.5,3752.216,14898,5821.46770833333
4247,0.4706,0,0.3195,0,0.6852,0,63148.8,3582.111,14437.8,5821.46770833333
4248,0.464,0,0.3457,0,0.6739,0,61847.5,3521.505,14268.8,5544.73833333333
4249,0.4492,0,0.3756,0.001,0.6655,0,61192.3,3576.612,14102.4,5544.73833333333
4250,0.4434,0,0.4282,0.014,0.6594,0,62246.6,3429.959,14036.1,5544.73833333333
4251,0.4302,0.004090909090909,0.4997,0.051,0.6438,0.035,64949.3,3553.017,14705.6,5544.73833333333
4252,0.4085,0.063181818181818,0.5473,0.109,0.6148,0.118,73785.4,4229.615,16287.7,5544.73833333333
4253,0.3865,0.159818181818182,0.5392,0.203,0.5753,0.229,82019.6,4912.206,18031,5544.73833333333
4254,0.3649,0.286727272727273,0.5261,0.319,0.5369,0.355,86217.3,5254.288,19364.8,5544.73833333333
4255,0.3437,0.416909090909091,0.4959,0.435,0.5028,0.486,86928.4,5615.038,20042.1,5544.73833333333
